emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,emp_var_cat,confianza_cat,euribor_cat,empleo_cuartil,y
1.4,93.444,-36.1,4.968,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.968,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.968,5228.1,Positivo,Moderada,Alta,Q2,yes
1.4,93.444,-36.1,4.968,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.968,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.968,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.968,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.968,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.968,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.968,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.968,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.968,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.968,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.968,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.968,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.968,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.968,5228.1,Positivo,Moderada,Alta,Q2,yes
1.4,93.444,-36.1,4.968,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.968,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.968,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.968,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.968,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.968,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.968,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.968,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.968,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.968,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.968,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.968,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.968,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.968,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.968,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.968,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.968,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.968,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.968,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,yes
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,yes
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,yes
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,yes
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,yes
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,yes
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,yes
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,yes
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,yes
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,yes
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,yes
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,yes
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,yes
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,yes
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,yes
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,yes
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,yes
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,yes
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,yes
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.966,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.965,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.965,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.965,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.965,5228.1,Positivo,Moderada,Alta,Q2,no
1.4,93.444,-36.1,4.965,5228.1,Positivo,Moderada,Alta,Q2,no
